용도,허가번호,업종,품목명,성분명(국문),성분명(영문),허가일,업체명
동물용의약품,115-104,제조,김치스톡-P(수출용),김치유산균,Kim-chi Lactobacillus,2006-05-10,(주)이엘티사이언스
동물용의약품,115-105,제조,김치스톡-L(수출용),김치유산균,Kim-chi Lactobacillus,2006-05-10,(주)이엘티사이언스
동물용의약품,115-106,제조,목시스틴,아목시실린나트륨+콜리스틴,Amoxicillin sodium+Colistin sulfate,2006-06-09,(주)이엘티사이언스
동물용의약품,115-108,제조,사이언스 티아무린 수용산,티아물린,Tiamulin,2006-08-22,(주)이엘티사이언스
동물용의약품,115-109,제조,사이언스씨티씨수용산,클로르테트라사이클린염산염,Chlortetracycline HCl,2006-08-22,(주)이엘티사이언스
동물용의약품,115-110,제조,사이언스 콜리스틴-40,콜리스틴,Colistin,2006-09-19,(주)이엘티사이언스
동물용의약품,115-111,제조,사이언스 타이로신-200(Science tylosin-200),타이로신,Tylosin,2006-09-29,(주)이엘티사이언스
동물용의약품,115-112,제조,브롬펜,페닐부타존+브롬헥신+비타민 A,Phenylbutazone+Bromhexine HCl+Vitamin A,2006-11-02,(주)이엘티사이언스
동물용의약품,115-113,제조,사이언스 네오마이신,네오마이신,Neomycin,2006-11-02,(주)이엘티사이언스
동물용의약품,115-114,제조,사이언스 페니실린-지(수출용),페니실린지칼륨,Penicillin G potassium,2006-11-24,(주)이엘티사이언스
동물용의약품,115-115,제조,사이언스 스피라마이신-50(Science spiramycin 50),스피라마이신,Spiramycin,2006-11-24,(주)이엘티사이언스
동물용의약품,115-116,제조,제로티스(ZeroTis),린코마이신+콜리스틴,Lincomycin HCl+Colistin sulfate,2007-01-02,(주)이엘티사이언스
동물용의약품,115-117,제조,독시티아,티아물린+독시싸이클린+구아이페네신+비타민 C,Tiamulin+Doxycycline+Guaiphenesine+Vitamin C,2007-01-02,(주)이엘티사이언스
동물용의약품,115-118,제조,사이언스-엠큐,바실러스서브틸리스,Bacillus subtillis,2007-02-07,(주)이엘티사이언스
동물용의약품,115-120,제조,사이언스독시사이클린,독시싸이클린,Doxycycline,2007-03-28,(주)이엘티사이언스
동물용의약품,115-121,제조,파워설파(수출용),설파치아졸,Sulfathiazole,2007-03-28,(주)이엘티사이언스
동물용의약품,115-122,제조,사이언스설파티아(수출용),설파메타진+티아물린,Sulfamethazine+Tiamulin,2007-05-01,(주)이엘티사이언스
동물용의약품,115-123,제조,플로마이신액 골드(Flomycin liq. Gold),플로르페니콜,Florfenicol,2007-05-01,(주)이엘티사이언스
동물용의약품,115-124,제조,에니펜,플로르페니콜,Florfenicol,2007-06-04,(주)이엘티사이언스
동물용의약품,115-125,제조,마크란,타이로신,Tylosin,2007-06-04,(주)이엘티사이언스
동물용의약품,115-126,제조,제나시드(수출용),목초추출물,Wood extracts,2007-06-22,(주)이엘티사이언스
동물용의약품,115-127,제조,프로모젠-피(수출용),목초추출물,Wood extracts,2007-06-22,(주)이엘티사이언스
동물용의약품,115-129,제조,에이비부스터,유우칼리추출물,Eucalyptus tree resin extracts,2007-10-17,(주)이엘티사이언스
동물용의약품,115-131,제조,스타마이신,린코마이신+스펙티노마이신,Lincomycin+Spectinomycin,2008-02-01,(주)이엘티사이언스
동물용의약품,115-132,제조,뉴모틸(PNEUMOTIL),틸미코신포스페이트,Tilmicosin phosphate,2008-02-01,(주)이엘티사이언스
동물용의약품,115-133,제조,레스쿨,브롬헥신,Bromehexine HCl,2008-04-02,(주)이엘티사이언스
동물용의약품,115-134,제조,뉴모틸솔루션(PNEUMOTIL SOLUTION),틸미코신포스페이트,Tilmicosin phosphate,2008-05-13,(주)이엘티사이언스
동물용의약품,115-135,제조,파라피린솔루션(PARAPYRIN SOLUTION),아세트아미노펜,Acetaminophen,2008-07-24,(주)이엘티사이언스
동물용의약품,115-136,제조,메디티아솔루션(MEDITIA SOLUTION),티아물린,Tiamulin,2008-10-15,(주)이엘티사이언스
동물용의약품,115-137,제조,겐타솔루션(Genta Solution),겐타마이신,Gentamycin,2009-12-02,(주)이엘티사이언스
동물용의약품,115-140,제조,엔로솔루션(EnroSolution),엔로플록사신,Enrofloxacin,2010-10-12,(주)이엘티사이언스
동물용의약품,115-141,제조,네오솔루션(NEOSOLUTION),네오마이신,Neomycin,2010-10-12,(주)이엘티사이언스
동물용의약품,115-146,제조,메디플로솔루션(MEDIFLOSOLUTION),플루메퀸,Flumequine,2011-07-12,(주)이엘티사이언스
동물용의약품,115-151,제조,엑토킬 스프레이(ECTOKIL SPRAY),트리클로르폰+안식향산벤질,Trichlorfon+Benzylbenzoate,2012-01-12,(주)이엘티사이언스
동물용의약품,115-152,제조,클로스탑(CloStop),암피실린트리하이드레이트,Ampicillin trihydrate,2012-01-18,(주)이엘티사이언스
동물용의약품,115-153,제조,콜리솔루션(수출용)(COLISOLUTION),콜리스틴,Colistin sulfate,2012-04-16,(주)이엘티사이언스
동물용의약품,115-154,제조,엑토클린(ECTOCLEAN),아미트라즈,Amitraz,2012-08-13,(주)이엘티사이언스
동물용의약품,115-155,제조,에이치에스 플로신10(수출용)(HS Florcin10),플로르페니콜,Florfenicol,2002-12-21,(주)이엘티사이언스
동물용의약품,115-156,제조,에이치에스 플로신 33,플로르페니콜,Florfenicol,2003-02-26,(주)이엘티사이언스
동물용의약품,115-157,제조,디에이드 펌프(수출용)(D-Aid pump),김치유산균,Kim-chi Lactobacillus,2013-02-25,(주)이엘티사이언스
동물용의약품,115-159,제조,티어가드 정(타이로신타르타르산)(TearGuard),타이로신,Tylosin,2013-03-20,(주)이엘티사이언스
동물용의약품,115-163,제조,비타에너지-FA(수출용)(VITAENERGY-FA),기타영양공급약,"Others, Nutrition supplemental preparations",2013-08-30,(주)이엘티사이언스
동물용의약품,115-164,제조,비타에너지(수출용)(Vita Energy),기타영양공급약,"Others, Nutrition supplemental preparations",2013-08-30,(주)이엘티사이언스
동물용의약품,115-166,제조,사이언스 이버멕틴 츄정(IVERMECTIN CHEWABLE),이버멕틴,Ivermectin,2014-05-12,(주)이엘티사이언스
동물용의약품,115-167,제조,테나시드(TENACID),프라지퀸텔,Praziquintel,2014-05-16,(주)이엘티사이언스
동물용의약품,115-168,제조,판텔플러스(Pantel plus),페벤텔+피란텔+프라지퀸텔,Febantel+Pyrantel+Praziquantel,2014-07-02,(주)이엘티사이언스
동물용의약품,115-169,제조,네오프라젯(NeoPrazet),네오마이신,Neomycin,2014-07-24,(주)이엘티사이언스
동물용의약품,115-170,제조,사이언스 목시가드(Science MoxiGuard),아목시실린,Amoxicillin,2014-12-31,(주)이엘티사이언스
동물용의약품,115-171,제조,사이언스 이멕틴-푸어온(SCIENCE E-MECTIN pour-on),이버멕틴,Ivermectin,2015-01-02,(주)이엘티사이언스
동물용의약품,115-172,제조,레스클린 골드(ResClean Gold),페닐부타존+브롬헥신,Phenylbutazone+Bromhexine HCl,2015-03-13,(주)이엘티사이언스
동물용의약품,115-173,제조,디-가드 펌프(수출용)(D-Guard pump),김치유산균,Kim-chi Lactobacillus,2015-04-07,(주)이엘티사이언스
동물용의약품,115-174,제조,하니가드(HoneyGuard),티몰,Thymol,2015-05-21,(주)이엘티사이언스
동물용의약품,115-177,제조,프루너스 더마틱 외용액(Prunus Dermatic-S),폴리믹신비 미코나졸 프레드니솔론,Polymyxin B Miconazole Prednisolone,2016-01-15,(주)이엘티사이언스
동물용의약품,115-178,제조,미코시딘 액(Micocidin shampoo),글루콘산 클로르헥시딘액+미코나졸 니트레이트,Chlorhexidine gluconate+Miconazole Nitrate,2016-02-29,(주)이엘티사이언스
동물용의약품,115-179,제조,셀라가드 6액(셀라멕틴)(SelaGuard 6),셀라멕틴,Selamectin,2016-05-27,(주)이엘티사이언스
동물용의약품,115-180,제조,셀라가드 12%액(셀라멕틴)(SelaGuard 12),셀라멕틴,Selamectin,2016-09-09,(주)이엘티사이언스
동물용의약품,115-181,제조,파라가드액(피프로닐)(ParaGuard),피프로닐,Fipronil,2017-01-19,(주)이엘티사이언스
동물용의약품,115-182,제조,수출용 케토시딘 액(Ketocidine),글루콘산클로르헥시딘+케토코나졸,Chlorhexidine gluconate+Ketoconazole,2017-11-29,(주)이엘티사이언스
동물용의약품,115-186,제조,카디프로 정 초소형견용(CardiPro-SS),이버멕틴+피란텔,Ivermectin+Pyrantel,2017-12-21,(주)이엘티사이언스
동물용의약품,115-187,제조,피드그로 에스 산(FeedGro-S),시프로헵타딘염산염수화물+산사,Cyproheptadine Hydrochloride Hydrate+Hawthorn Fruit,2018-03-22,(주)이엘티사이언스
동물용의약품,115-188,제조,케이가드 산(K-Guard),아세트아미노펜+아스코르브산+리소짐염산염,Acetaminophen+Ascorbic acid+Lysozyme Hydrochloride,2018-06-07,(주)이엘티사이언스
동물용의약품,115-190,제조,아미카-비강 분무액(황산아미카신)(Amika-Intranasal Solution),아미카신,Amikacin,2018-04-23,(주)이엘티사이언스
동물용의약품,115-191,제조,헤파콜 산(우루소데옥시콜산)(HephaCol),우르소데스옥시콜린산,Ursodeoxycholic acids,2019-05-20,(주)이엘티사이언스
동물용의약품,115-001,수입,트리믹스-엘(TRIMIX-L),비타민공급약,Vitamin supplemental preparations,1997-04-03,(주)공주약품
동물용의약품,118-004,제조,애드 플로르 액(AD-Flor Sol.),플로르페니콜,Florfenicol,2012-05-14,(주)애드바이오텍
동물용의약품,118-005,제조,애드 플로르 산(AD-Flor Powder),플로르페니콜,Florfenicol,2012-05-14,(주)애드바이오텍
동물용의약품,118-006,제조,애드 푸어온 액(AD-Pour On Sol.),이버멕틴,Ivermectin,2012-05-14,(주)애드바이오텍
동물용의약품,118-007,제조,애드 아목시 더블수용산(AD-Amoxy Double Powder),아목시실린,Amoxicillin,2012-05-14,(주)애드바이오텍
동물용의약품,118-008,제조,애드 설로트림 240액(수출용)(Sulchlotrim 240 Liquid),트리메토프림+설파클로르피리다진,Trimethoprim+Sulfachlorpyridazine,2010-06-16,(주)애드바이오텍
동물용의약품,118-009,제조,애드 설로트림 120산(Sulrotrim 120 W.S.),트리메토프림+설파클로르피리다진,Trimethoprim+Sulfachlorpyridazine,2010-06-16,(주)애드바이오텍
동물용의약품,118-010,제조,애드 설로트림 480산(Sulrotrim 480 W.S.),트리메토프림+설파클로르피리다진,Trimethoprim+Sulfachlorpyridazine,2010-06-16,(주)애드바이오텍
동물용의약품,118-011,제조,애드콕스액(톨트라주릴)(AD-Cox),톨트라주릴,Toltrazuril,2013-02-21,(주)애드바이오텍
동물용의약품,118-012,제조,애드이버멕틴산(AD-Ivermectin Powder),이버멕틴,Ivermectin,2013-02-21,(주)애드바이오텍
동물용의약품,118-013,제조,애드플록삭신더블액(AD-Floxacin Double Sol.),엔로플록사신,Enrofloxacin,2013-05-20,(주)애드바이오텍
동물용의약품,118-014,제조,애드타이로설파산(AD-Tylosulfa Powder),설파메타진+타이로신,Sulfamethazine+Tylosin,2013-05-20,(주)애드바이오텍
동물용의약품,118-015,제조,애드플로르300액(AD-Flor 300 Sol.),플로르페니콜,Florfenicol,2013-08-23,(주)애드바이오텍
동물용의약품,118-016,제조,애드톨트라양계액(AD-Toltra Poultry Sol.),톨트라주릴,Toltrazuril,2013-08-23,(주)애드바이오텍
동물용의약품,118-017,제조,애드콜리스틴산(AD-Colistin Powder),콜리스틴,Colistin,2014-01-23,(주)애드바이오텍
동물용의약품,118-018,제조,애드콜리스틴액(AD-Colistin Sol.),콜리스틴,Colistin,2014-03-31,(주)애드바이오텍
동물용의약품,118-019,제조,애드아미펜300액(AD-Amiphen 300 Sol.),아세트아미노펜,Acetaminophen,2014-04-09,(주)애드바이오텍
동물용의약품,118-020,제조,애드아미코수용산(AD-Amico W.S.P.),아목시실린,Amoxicillin,2014-05-16,(주)애드바이오텍
동물용의약품,118-021,제조,애드틸미250액(AD-Tilmi 250 Sol.),틸미코신포스페이트,Tilmicosin phosphate,2014-05-16,(주)애드바이오텍
동물용의약품,118-022,제조,애드아미펜300산(AD-Amiphen 300 Powder),아세트아미노펜,Acetaminophen,2014-07-08,(주)애드바이오텍
동물용의약품,118-023,제조,애드시프로200액(수출용)(AD-Cipro 200 Sol.),시프로플록사신,Ciprofloxacine,2014-11-07,(주)애드바이오텍
동물용의약품,118-024,제조,애드독시클200수용산(수출용)(AD-Doxycl 200 W.S.P.),독시싸이클린,Doxycycline,2014-11-07,(주)애드바이오텍
동물용의약품,118-025,제조,애드설파트리240액(AD-Sulfatri 240 Sol.),트리메토프림+설파메톡사졸,Trimethoprim+Sulfamethoxazole,2015-03-04,(주)애드바이오텍
동물용의약품,118-026,제조,애드크린비플러스(AD-Clean Bee Plus),티몰,Thymol,2015-03-04,(주)애드바이오텍
동물용의약품,118-027,제조,애드린코스펙수용산(AD-LincoSpec W.S.P.),린코마이신+스펙티노마이신,Lincomycin+Spectinomycin,2015-12-15,(주)애드바이오텍
동물용의약품,118-028,제조,"애드시프로액 (수출용, 시프로플록사신)(AD-Cipro 100 Sol.)",시프로플록사신,Ciprofloxacine,2016-02-26,(주)애드바이오텍
동물용의약품,118-029,제조,애드이버멕펠릿(이버멕틴)(AD-Ivermec Pellet),이버멕틴,Ivermectin,2016-03-30,(주)애드바이오텍
동물용의약품,118-030,제조,애드 플로르더블 액 (플로르페니콜)(AD-Flor 200 Sol.),플로르페니콜,Florfenicol,2016-05-16,(주)애드바이오텍
동물용의약품,118-031,제조,애드암피더블산(암피실린수화물)(AD-Ampi Double Powder),암피실린,Ampicillin,2016-06-15,(주)애드바이오텍
동물용의약품,118-032,제조,애드아목시펜더블산(AD-Amoxiphen Double Powder),아목시실린트리하이드레이트+아세타미노펜,Amoxicillin trihydrate+Acetaminophen,2016-07-27,(주)애드바이오텍
동물용의약품,118-033,제조,"애드독시수용산500g(독시사이클린, 수출용)(AD-Doxy 500 W.S.P)",독시싸이클린,Doxycycline,2016-08-01,(주)애드바이오텍
동물용의약품,118-034,제조,"애드아목시수용산500g(아목시실린수화물, 수출용)(AD-Amoxi 500 W.S.P)",아목시실린,Amoxicillin,2016-08-01,(주)애드바이오텍
동물용의약품,118-035,제조,애드애니레스산(AD-Anyless Powder),아세타아미노펜+비타민C,Acetaminophen+Ascorbic acid,2016-09-19,(주)애드바이오텍
동물용의약품,118-036,제조,애드 암피실 산(암피실린수화물)(AD-Ampicil Powder),암피실린,Ampicillin,2016-12-06,(주)애드바이오텍
동물용의약품,118-037,제조,애드암피코수용산(수출용)(AD-Ampico W.S.P),암피실린+콜리스틴,Ampicillin+Colistin sulfate,2017-04-04,(주)애드바이오텍
동물용의약품,118-038,제조,애드 디클라액 25g(AD-Dicla Sol.),디클라주릴,Diclazuril,2017-07-20,(주)애드바이오텍
동물용의약품,118-039,제조,애드 암프로파 액(AD-Ampropa Sol),암프롤리움+에토파베이트,Amprolium+Ethopabate,2017-12-18,(주)애드바이오텍
동물용의약품,118-040,제조,애드 틸미더블 액(틸미코신인산염)(AD-Tilmi 200 Sol),틸미코신포스페이트,Tilmicosin phosphate,2017-12-18,(주)애드바이오텍
동물용의약품,118-041,제조,애드 틸미코 산(틸미코신인산염)(AD-Tilmico 200 Powder),틸미코신포스페이트,Tilmicosin phosphate,2018-06-25,(주)애드바이오텍
동물용의약품,118-042,제조,애드 씨티씨 산(클로르테트라사이클린)(AD-CTC 100 Powder),클로르테트라사이클린염산염,Chlortetracycline HCl,2018-06-25,(주)애드바이오텍
동물용의약품,118-043,제조,애드 린코 산(수출용)(AD-Linco Powder),린코마이신,Lincomycin,2019-03-06,(주)애드바이오텍
동물용의약품,121-003,수입,안프로솔아미노판(ANPROSOL AMINOPAN),기타영양공급약,Mineral supplemental preparations,1999-04-27,원무역상사
동물용의약품,121-004,수입,안프로패스터(ANPRO FASTER),사카로마이세스,Saccharomyces,1999-04-27,원무역상사
동물용의약품,121-006,수입,에스트로프란주사(ESTROPLAN INJECTION),클로프로스테놀(프로스타글란딘유도체),Cloprostenol(Analog of prostaglandin),2002-02-02,원무역상사
동물용의약품,121-008,수입,프로토믹(PROTOMYC),마이코박테리아화학처리물,Mycobacterium chemical products,2000-07-06,원무역상사
동물용의약품,121-010,수입,프로싸벤 액,엔로플록사신,Enrofloxacin,2000-09-29,원무역상사
동물용의약품,121-015,수입,유한 슈퍼토닉,기타영양공급약,Mineral supplemental preparations,2001-05-08,원무역상사
동물용의약품,121-016,수입,아스코레이드액,기타영양공급약,Mineral supplemental preparations,2001-05-08,원무역상사
동물용의약품,121-017,수입,헤파비알 카르니틴(HEPAVIAL CARNITIN),카르니틴,Carnitine HCl,2001-07-20,원무역상사
동물용의약품,121-019,수입,가금용 일렉트로라이트,전해질교정약,Electrolytes supplemental preparations,2001-12-29,원무역상사
동물용의약품,121-021,수입,에스트론 주사,클로프로스테놀(프로스타글란딘유도체),Cloprostenol(Analog of prostaglandin),2002-03-29,원무역상사
동물용의약품,121-023,수입,비타센ADE3+C-100(AD3E+C100),비타민 A/D3/E/C,Vitamin A/D3/E/C,2002-07-16,원무역상사
동물용의약품,121-025,수입,데스포 올리고(THESPOPHOR OLIGO),광물질공급약,Mineral supplemental preparations,2002-10-05,원무역상사
동물용의약품,121-026,수입,폴리비트AA(POLIVIT AA Sol.),기타영양공급약,Mineral supplemental preparations,2003-01-19,원무역상사
동물용의약품,121-029,수입,아스리시딘주사액(Arthricidine inj),페닐부타존+살리실산나트륨,Phenylbutazone+Sodium salicylate,2003-01-21,원무역상사
동물용의약품,121-032,수입,하이드로솔(Hydrasal Solution),전해질교정약,Electrolytes supplemental preparations,2003-10-23,원무역상사
동물용의약품,121-033,수입,리니신-디엔터,위축성비염+파스튜렐라,AR+Pasteurellosis,2004-03-11,원무역상사
동물용의약품,121-036,수입,로도티움 10%,티아물린,Tiamulin,2005-07-21,원무역상사
동물용의약품,121-037,수입,탑스팟온스트롱거,퍼메스린,Permethrin,2005-09-20,원무역상사
동물용의약품,121-038,수입,콜리신네오(KOLISIN NEO),대장균,E.coli disease,2005-10-07,원무역상사
동물용의약품,121-039,수입,아스리존주사액,페닐부타존+살리실산나트륨,Phenylbutazone+Sodium salicylate,2005-10-18,원무역상사
동물용의약품,121-040,수입,파이레센,아세틸살리실산,Acetylsalicylic acid,2005-10-18,원무역상사
동물용의약품,121-042,수입,아스리-리퀴드,아세틸살리실산,Acetylsalicylic acid,2005-11-29,원무역상사
동물용의약품,121-043,수입,레디믹스 골드,포비돈요오드,Povidone iodine,2005-12-14,원무역상사
동물용의약품,121-045,수입,살펜 주사액,페닐부타존+살리실산나트륨,Phenylbutazone+Sodium salicylate,2006-03-02,원무역상사
동물용의약품,121-047,수입,액티리버,제나비릭산,Genabilic acid,2006-03-31,원무역상사
동물용의약품,121-048,수입,우루소페란 200,글렙토페론,Gleptoferron,2006-04-28,원무역상사
동물용의약품,121-051,수입,비오칸 M(Biocan M),마이크로스포럼(곰팡이) 백신,Microsporum canis,2007-08-01,원무역상사
동물용의약품,121-052,수입,이뮤노페리비트,면역글로블린,Immunoglobulins,2007-11-12,원무역상사
동물용의약품,121-053,수입,셀포스 주사제(Selphos injection),비타민공급약,Vitamin supplemental preparations,2008-01-22,원무역상사
동물용의약품,121-054,수입,베나진주사제(Venazin Injection),글루콘산 칼슘,Calcium gluconate,2008-02-18,원무역상사
동물용의약품,121-055,수입,프로스테놀 주(PROSTENOL Injection),클로프로스테놀(프로스타글란딘유도체),Cloprostenol(Analog of prostaglandin),2008-10-02,원무역상사
동물용의약품,121-057,수입,이버멕틴10플러스(Ivermectin 10 plus),이버멕틴+클로술론,IVERMECTIN+CLORSULON,2009-11-03,원무역상사
동물용의약품,121-059,수입,피지에스 주(PGS Injection),클로프로스테놀(프로스타글란딘유도체),Cloprostenol(Analog of prostaglandin),2010-01-12,원무역상사
동물용의약품,121-060,수입,부세린 주(Buserin Injection),부세렐린,Buserelin,2010-01-19,원무역상사
동물용의약품,121-061,수입,멜로캄 20 주(MELOCAM-20 INJECTION),멜록시캄,Meloxicam,2010-04-01,원무역상사
동물용의약품,121-062,수입,헤파셀 플러스(Hepasel Injection),페녹시메칠프로피온산,Phenoxy-2-methyl-2-propionic acid,2010-05-12,원무역상사
동물용의약품,121-063,수입,헤스타 주(Gestar Injection),부세렐린,Buserelin,2010-05-12,원무역상사
동물용의약품,121-065,수입,프로스탈 주(Prostal Injection),클로프로스테놀(프로스타글란딘유도체),Cloprostenol(Analog of prostaglandin),2010-11-08,원무역상사
동물용의약품,121-066,수입,에네르고맥스-10(ENERGOMAX-10),카르니틴,Carnitine,2011-10-04,원무역상사
동물용의약품,121-067,수입,에네르고맥스-20(ENERGOMAX-20),카르니틴,Carnitine,2011-11-07,원무역상사
동물용의약품,121-068,수입,리바이민 주사제(Revimin Injection),비타민+미네랄,Vitamin+Mineral,2014-05-14,원무역상사
동물용의약품,121-069,수입,메캄 포르테- 주(Meloxicam injection 2 w/v Mecam),멜록시캄,Meloxicam,2015-05-01,원무역상사
동물용의약품,121-070,수입,비오칸엠플러스 주(마이크로스포룸 캐니스 백신)(Biocan M Plus Injection),마이크로스포럼(곰팡이) 백신,Microsporum canis,2016-04-07,원무역상사
동물용의약품,124-002,수입,아목시큐어 LA(Amoxycure LA),아목시실린트리하이드레이트,Amoxycilline trihydrate,2009-02-02,주식회사 참신홀딩스
동물용의약품,125-031,제조,켄트라인 허브 샴푸,과산화벤조일,Benzoyl peroxide,2015-04-10,(주)나우코스
동물용의약품,125-032,제조,프루너스 닥터 미코클로딘 샴푸액(Prunus Dr.MicoChlodine Shampoo),글루콘산 클로르헥시딘액+미코나졸 니트레이트,Chlorhexidine gluconate+Miconazole Nitrate,2016-04-21,(주)나우코스
동물용의약품,125-033,제조,프루너스 약용스킨크리닉 샴푸액(클로르헥시딘글루콘산염),클로르헥시딘글루콘산염,Chlorhexidine gluconate,2018-11-20,(주)나우코스
동물용의약품,128-002,수입,비고페스트(BIGOPEST),뉴캣슬병+전염성기관지염+전염성F낭,ND+IB+IBD,1998-06-30,한국베링거인겔하임동물약품(주)
동물용의약품,128-005,수입,에비뉴(AVINEW),뉴캣슬,Newcastle disease,1998-06-30,한국베링거인겔하임동물약품(주)
동물용의약품,128-006,수입,비오랄 H-120(BIORAL H 120),전염성기관지염,Infectious bronchitis,1998-06-30,한국베링거인겔하임동물약품(주)
동물용의약품,128-009,수입,리스펜스(Rispens CVI 988),마렉병 CVI 988,Marek disease CVI 988,1998-06-30,한국베링거인겔하임동물약품(주)
동물용의약품,128-012,수입,마이엘로 박스(MYELOVAX),뇌척수염,Encephalomyelitis,1998-06-30,한국베링거인겔하임동물약품(주)
동물용의약품,128-013,수입,버 706(BUR 706),전염성F낭병,Infectious bursal disease,1998-06-30,한국베링거인겔하임동물약품(주)
동물용의약품,128-018,수입,리니파-티(RHINIFFA-T),위축성비염+파스튜렐라독소,AR+Pasteurella toxoid,1998-06-30,한국베링거인겔하임동물약품(주)
동물용의약품,128-022,수입,아토박스퍼(AFTOVAXPUR),구제역,Foot and Mouth disease,1998-06-30,한국베링거인겔하임동물약품(주)
동물용의약품,128-023,수입,아토퍼(AFTOPOR),구제역,Foot and Mouth disease,1998-06-30,한국베링거인겔하임동물약품(주)
동물용의약품,128-024,수입,이미티사이드(IMMITICIDE),멜라르소민 디하이드로클로라이드,Melarsomine dihydrochloride,1998-06-30,한국베링거인겔하임동물약품(주)
동물용의약품,128-025,수입,아이비디 블렌(IBD BLEN),전염성F낭병,Infectious bursal disease,1998-06-30,한국베링거인겔하임동물약품(주)
동물용의약품,128-026,수입,동결 마렉병백신 HVT,마렉병 HVT,Marek s disease HVT,1998-06-30,한국베링거인겔하임동물약품(주)
동물용의약품,128-027,수입,동결 마렉병백신 SB1,마렉병 SB1,Marek s diease SB1,1998-06-30,한국베링거인겔하임동물약품(주)
동물용의약품,128-028,수입,엠지백신(VAXSAFE MG VACCINE),마이코플라즈마,Mycoplasmosis,1998-06-30,한국베링거인겔하임동물약품(주)
동물용의약품,128-032,수입,헤마토판B12주사(HEMATOPAN B12 INJ),기타영양공급약,"Others, Nutrition supplemental preparations",1998-10-24,한국베링거인겔하임동물약품(주)
동물용의약품,128-033,수입,비오다일주사(BIODYL INJ),기타영양공급약,"Others, Nutrition supplemental preparations",1998-10-24,한국베링거인겔하임동물약품(주)
동물용의약품,128-034,수입,셀고토닌 주사(SERGOTONINE INJ),세로토닌+에르고메트린,Serotonine+Ergometrine,1998-10-24,한국베링거인겔하임동물약품(주)
동물용의약품,128-041,수입,이보멕 프리믹스(IVOMEC PREMIX),이버멕틴,Ivermectin,1999-02-02,한국베링거인겔하임동물약품(주)
동물용의약품,128-043,수입,하트가드플러스츄어블(HEARTGARD PLUS CHEWABLE),이버멕틴+피란텔,Ivermectin+Pyrantel,1999-02-02,한국베링거인겔하임동물약품(주)
동물용의약품,128-045,수입,피티 블렌(PT-Blen),뇌척수염+계두,Encephalomyelitis+Fowl pox,1993-04-28,한국베링거인겔하임동물약품(주)
동물용의약품,128-046,수입,마렉병백신 Rispens+HVT,마렉병 CVI988+HVT,Marek s disease CVI988+HVT,1999-11-27,한국베링거인겔하임동물약품(주)
동물용의약품,128-049,수입,네오콜리퍼(NEOCOLIPOR),대장균,E.coli,2000-08-30,한국베링거인겔하임동물약품(주)
동물용의약품,128-050,수입,바이오타이포이드(Bio Thyphoid),닭티푸스,Fowl Typhoid,2000-09-06,한국베링거인겔하임동물약품(주)
동물용의약품,128-061,수입,에프리넥스(EPRINEX),에프리노멕틴,Eprinomectine,2001-01-17,한국베링거인겔하임동물약품(주)
동물용의약품,128-062,수입,엘티블렌(LT-BLEN),전염성후두기관염,Infectious Laryngotrachitis,2001-08-29,한국베링거인겔하임동물약품(주)
동물용의약품,128-063,수입,스토모질2,스피라마이신+메트로니다졸,Spiramycin+Metronidazole,1995-04-19,한국베링거인겔하임동물약품(주)
동물용의약품,128-067,수입,갈리뮨SE(살모넬라 엔테 불활화)(Gallimune SE),살모넬라장염,Salmonella enteritis,2002-12-28,한국베링거인겔하임동물약품(주)
동물용의약품,128-071,수입,포스레틱(PHOSRETIC),비타민 A/D3/E,Vitamin A/D3/E,2003-08-27,한국베링거인겔하임동물약품(주)
동물용의약품,128-074,수입,스토모질10(Stomorgyl10),스피라마이신+메트로니다졸,Spiramycin+Metronidazole,2004-02-11,한국베링거인겔하임동물약품(주)
동물용의약품,128-078,수입,래비신,광견병,Rabies,2005-12-20,한국베링거인겔하임동물약품(주)
동물용의약품,128-082,수입,라보랄 V-RG(Raboral V-RG),광견,Rabies,2007-02-06,한국베링거인겔하임동물약품(주)
동물용의약품,128-084,수입,이보멕(Ivomec),이버멕틴,Ivermectin,2008-02-12,한국베링거인겔하임동물약품(주)
동물용의약품,128-085,수입,이보멕-에프(Ivomec-F),이버멕틴+클로술론,IVERMECTIN+CLORSULON,2008-02-12,한국베링거인겔하임동물약품(주)
동물용의약품,128-086,수입,프론트라인 플러스 독(FRONTLINE PLUS DOGS),피프로닐+메소푸렌,Fipronil+Methoprene,2008-08-28,한국베링거인겔하임동물약품(주)
동물용의약품,128-087,수입,프론트라인 플러스 캣,피프로닐+메소푸렌,Fipronil+Methoprene,2008-08-28,한국베링거인겔하임동물약품(주)
동물용의약품,128-089,수입,리콤비텍 C6/CV(Recombitek C6/CV),디스템퍼+전염성간염+파보바이러스+파라인플루엔자,DHPP,2008-11-17,한국베링거인겔하임동물약품(주)
동물용의약품,128-091,수입,에쿠발란 듀오(Eqvalan Duo),이버멕틴+프라지퀀텔,Ivermectin+Praziquantel,2008-12-22,한국베링거인겔하임동물약품(주)
동물용의약품,128-093,수입,프로텍플루(ProteqFlu),말인플루엔자,Equine Influenza,2009-02-25,한국베링거인겔하임동물약품(주)
